"rcp_sno","ckg_nm","inq_cnt","rcmm_cnt","srap_cnt","ckg_mth_acto_nm","ckg_sta_acto_nm","ckg_knd_acto_nm","ckg_mtrl_acto_nm","ckg_mtrl_cn","ckg_inbun_nm","ckg_dodf_nm","ckg_time_nm"
6872130,얼갈이겉절이,172949,"11","6385",무침,일상,김치/젓갈/장류,채소류,[재료] 얼갈이배추 1/2봉지 [양념] 고춧가루 5큰술| 멸치액젓 3큰술| 설탕 1/2큰술| 물엿 2큰술| 다진마늘 1.5큰술| 통깨 약간| 참기름 조금,"4인분",아무나,"15분이내"
6872153,간장닭볶음탕,219180,"19","8300",끓이기,일상,국/탕,닭고기,[재료] 닭 한마리| 미림 1큰술| 당면| 양파| 대파| 감자| 당근 [양념] 간장 8큰술| 올리고당 3큰술| 설탕 2큰술| 다진마늘 1큰술| 물 3컵,"4인분",초급,"60분이내"
6872162,햄버섯야채볶음,72384,"16","4502",볶음,일상,밑반찬,가공식품류,[재료] 맛타리버섯 1팩| 불고기맛햄 1개(160g)| 양파 1/2개| 청피망 1/3개 [양념] 굴소스 1.5스푼| 카놀라유 2스푼| 다진마늘 1/2스푼| 통깨 적당량| 후추 적당량,"3인분",아무나,"30분이내"
6872169,동그랑땡,108807,"15","4239",부침,일상,밑반찬,돼지고기,[재료] 돼지고기다짐육 200g| 두부 120g| 양파 1/2개| 당근 조금| 대파 1대| 계란 3개| 부침가루 2스푼 [양념] 소금 4꼬집| 후추 톡톡,"6인분이상",아무나,"30분이내"
6872174,들깨감자국,97844,"9","5163",끓이기,일상,국/탕,채소류,[재료] 팽이버섯 1/2봉지| 감자 2개| 대파 1대| 다시마 멸치육수 5컵 | 국간장 2큰술| 들깨가루 6큰술,"3인분",아무나,"30분이내"
6872204,새우냉채,63858,"114","1096",무침,손님접대,샐러드,해물류,[재료] 새우살 2컵| 청주 1T| 양파 1/2개| 파프리카 1개| 오이 2/3개 [소스] 식초 3T| 연겨자 1T| 설탕 2T| 다진 마늘 1/2T,"2인분",초급,"30분이내"
6872216,고사리나물볶음,228824,"7","6173",볶음,일상,밑반찬,채소류,[재료] 삶은 고사리 300g(약 2.5줌)| 다진마늘 1큰술| 다진파 1큰술| 국간장 1큰술| 설탕 1작은술| 들기름 4큰술| 깨소금 조금,"4인분",초급,"30분이내"
6872219,베이컨감자샐러드,86728,"10","2554",기타,일상,샐러드,채소류,[재료] 감자 2개(중간 사이즈)| 식빵 4장| 치즈 2장| 딸기잼(생략가능)| 양파 1/4| 실파 1대| 베이컨 4줄| 다진 피클(생략 가능) 2숟가락| 마요네즈 3| 머스터드소스 1 [감자 삶을 때] 물 3~4컵| 굵은소금 0.5| 설탕 1,"3인분",아무나,"60분이내"
6872249,팽이버섯베이컨말이,134815,"46","8924",굽기,일상,밑반찬,가공식품류,[재료] 베이컨 180g| 팽이버섯 2봉지| 올리브유 조금,"2인분",아무나,"10분이내"
6872250,감바스,119552,"30","3708",기타,손님접대,양식,해물류,[재료] 올리브유 150ml| 칵테일새우 적당량| 통마늘 10개| 페퍼론치노 6개| 후추 2꼬집| 소급 1꼬집| 파슬리 2꼬집| 바게트빵 적당량,"2인분",아무나,"10분이내"
6872260,탕수만두,122338,"22","3694",굽기,손님접대,면/만두,가공식품류,[재료] 군 만두 7-8개| 목이버섯 2조각| 당근 1/5개| 양파(소) 1/2개| 파프리카(빨/노) 각 1/5개| 식용유 3큰술 [소스] 물 1컵(200ml)| 간장 2큰술| 설탕 6큰술| 레몬즙 5큰술 [물녹말] 감자전분 수북하게 1큰술| 물 4큰술,"2인분",초급,"30분이내"
6872262,피자도우,104377,"7","899",굽기,일상,빵,밀가루,[재료] 강력분 200g| 물 120ml| 드라이이스트 4g| 설탕 10g| 소금 4g| 올리브오일 15g,"2인분",중급,"2시간이내"
6872266,무뼈닭발볶음,108279,"9","3179",볶음,술안주,메인반찬,닭고기,[닭발 삶을 때] 무뼈 닭발 300g| 편마늘 5쪽| 양배추 1줌| 식용유 1.5큰술 [닭발 삶을때] 물| 소주 150ml [밑간] 맛술 2큰술| 소금 1/2작은술| 후춧가루 약간 [양념장] 고춧가루 4큰술| 간장 4.5큰술| 맛술 2큰술| 식용유 1큰술| 설탕 1큰술| 올리고당 1.5큰술| 페퍼론치노 7개| 생강청 1작은술| 후춧가루 1작은술,"2인분",중급,"30분이내"
6872272,고추장찌개,312615,"46","2979",끓이기,일상,찌개,채소류,[재료] 감자 2개| 돼지고기 약간| 양파 1/2개| 대파 약간| 고추 약간| 느타리버섯 약간 [양념] 식용유 2큰술| 참기름 2큰술| 고추장 2큰술| 고춧가루 1큰술| 다진마늘 1/2큰술| 국간장 2+1/2큰술| 액젓 1큰술| 물,"4인분",초급,"30분이내"
6872275,닭한마리칼국수,76630,"26","1598",끓이기,일상,면/만두,닭고기,[육수] 닭 1kg| 대파 1대| 양파 1개| 소금 1/2T| 후추 약간 [닭한마리 재료] 밀떡 15개| 대파 1대| 통마늘 5알| 있으면 대추 3알 [양념장] 양파 1개| 양배추 150g| 연겨자 약간| 다진 마늘 1T [물고추] 고춧가루 1T| 뜨거운물 1컵 [간장소스] 간장 1/2컵| 설탕 1T| 식초 3.5T| 물 1컵 [김치칼국수 재료] 신김치 원하는만큼| 칼국수면 1인분| 다진마늘 약간| 물고추 5T,"3인분",중급,"60분이내"
6872279,차돌말이찜,135869,"41","7609",찜,손님접대,메인반찬,소고기,[재료] 차돌박이(혹은 샤브용고기) 300g| 팽이버섯 1봉| 당근 1/3개| 양파(중) 1/2개| 부추 1줌| 숙주 1봉지(200g)| 소금 1작은술| 후추 약간| 밀가루 조금 [소스] 땅콩버터 2큰술| 물 100ml(약1/2컵)| 설탕 1큰술| 액젓 1.5큰술| 통깨 2큰술| 식초 2큰술| 다진 마늘 1/2큰술| 쪽파 1/3줌,"3인분",초급,"30분이내"
6872283,전복삼계탕,102620,"29","1053",끓이기,영양식,국/탕,닭고기,[재료] 토종닭 1마리(1kg)| 삼계탕 약재 1팩(마트용)| 인삼 2뿌리| 전복 3미| 낙지 1마리| 마늘 4쪽| 불린 찹쌀 1/2컵| 물 1.2L| 소금 2/3큰술| 후춧가루 약간,"2인분",초급,"60분이내"
6872285,봉골레파스타,65276,"17","1658",볶음,일상,면/만두,해물류,[재료] 파스타면 120그램| 바지락 16개| 슬라이스 마늘 약간| 페페론치노 약간| 청양고추 1개| 올리브오일| 소금| 후추 약간| 화이트와인 (청주) 2큰술| 파슬리가루 약간,"1인분",아무나,"30분이내"
6872290,소고기덮밥,71398,"8","4260",볶음,일상,밥/죽/떡,소고기,[재료] 소고기 갈빗살 400g| 양파 1/2개| 통마늘 4쪽| 버터 0.5 [소스 ] 맛술 2| 간장 3| 올리고 당 1 [소고기 밑간] 소금| 후추,"2인분",아무나,"30분이내"
6872296,바지락국,68644,"7","777",끓이기,일상,국/탕,해물류,[재료] 바지락 1봉지(20개)| 쪽파 2대| 홍고추 1개| 청양고추 1개| 다진마늘 1/2T| 미림(맛술) 1T| 후추 1/2t,"2인분",아무나,"5분이내"
6872317,감자짜글이,109834,"112","2459",끓이기,일상,찌개,채소류,[재료] 감자 3개| 양파 1개| 청양고추 3개| 대파 2대| 큰 스팸 1캔| 물 2cup [양념 재료] 된장 1/3T| 고추장 1T| 고춧가루 2T| 설탕 1T| 간장 4T| 다진 마늘 1T,"4인분",중급,"30분이내"
6872325,감자크로켓,85769,"69","5574",튀김,간식,빵,채소류,[재료] 감자 2개| 양파 1/4개| 햄 1/2컵| 옥수수 1/2컵| 밀가루 1/2컵| 달걀 1개| 빵가루 1컵| 모차렐라치즈(생략가능) [양념] 마요네즈 3| 소금 0.2| 후춧가루,"2인분",아무나,"30분이내"
6872335,미역오이냉국,85091,"28","3547",끓이기,일상,국/탕,채소류,[재료] 오이 1개| 미역 1컵| 홍고추 1개| 양파 1/4개| 통깨 1T| 얼음 6개 [냉국 육수] 물 600ml| 소금 1/2T| 설탕 4T| 식초 6T| 국간장 1T| 다진마늘 1/2T,"4인분",아무나,"10분이내"
6872349,알배추김치,109327,"19","5928",무침,일상,김치/젓갈/장류,채소류,[주재료] 알배추 1포기| 굵은소금 1/2컵 [밀가루 풀] 밀가루 1큰술| 물 1컵 [김치 양념] 고춧가루 1/2컵| 액젓 1/4컵| 다진 마늘 2큰술| 설탕 1큰술| 매실액 1큰술| 밀가루풀 적당량 [계량] 밥숟가락 계량| 종이컵 계량,"4인분",초급,"90분이내"
6872350,폭탄계란찜,818728,"51","42369",찜,일상,메인반찬,달걀/유제품,[재료] 계란 3개| 소금 1/3큰술| 설탕 1/3큰술| 대파 또는 쪽파 적당량| 통깨 적당량| 참기름 1큰술| 물 100ml,"2인분",초급,"15분이내"
6872374,단호박버터구이,62363,"38","1259",굽기,간식,디저트,채소류,[재료] 단호박 1/4개| 버터 2T| 꿀 2T| 다진 아몬드 약간,"2인분",아무나,"10분이내"
6872378,떡볶이,64227,"82","1736",볶음,간식,밥/죽/떡,가공식품류,[재료] 떡볶이 떡 2줌| 어묵 4장| 양배추 1/2통| 무 1/4개| 물 1000ml [양념 재료] 고추장 3T| 고춧가루 2T| 라면 스프 1/2개| 카레가루 3T| 후춧 가루 3T [선택 재료] 시판핫도그,"6인분이상",초급,"60분이내"
6872380,돼지등뼈김치찜,84772,"3","1289",찜,일상,메인반찬,돼지고기,[재료] 돼지등뼈 2kg| 김치 1포기| 김치국물 2국자| 물 약간 [양념] 다진마늘 1큰술| 고춧가루 1큰술 [고기삶기] 된장 약간| 월계수입 2~3장,"6인분이상",초급,"90분이내"
6872384,어향가지볶음,90227,"16","2264",볶음,일상,밑반찬,채소류,[재료] 가지 2개 [고기 양념] 간돼지고기 1/2컵| 대파 1컵| 두반장 2T| 간장 1T| 식초 2T| 설탕 2T| 청양고추 1/3컵| 다진 마늘 1T| 생강 1/8T| 물 1/2컵,"3인분",중급,"30분이내"
6872388,참치미역국,95649,"14","2288",끓이기,일상,국/탕,가공식품류,[재료] 불린미역 1+1/2줌| 참치캔 작은것 1개| 물 적당량 [양념] 참치기름 2큰술| 다진마늘 1큰술| 국간장 1큰술| 소금 약간,"2인분",아무나,"60분이내"
6872461,단호박스프,90678,"20","1423",끓이기,다이어트,스프,채소류,[재료] 단호박 1개| 양파(소) 1/2개| 버터(또는 식용유) 1큰술| 물 1컵| 우유 1컵| 생크림 2/3컵| 올리고당 2큰술| 소금 1꼬집,"2인분",중급,"60분이내"
6872462,오이소박이,110427,"7","248",무침,영양식,김치/젓갈/장류,채소류,[재료] 오이 5개| 부추 1줌| 당근 1/3개 [절일때] 물 2/3컵| 꽃소금 3스푼 [밀가루풀] 물 1/3컵| 밀가루 1/2스푼 [양념] 양파 1/4개| 고춧가루 2/3컵| 설탕 2스푼| 멸치액젓 1/3컵| 새우젓 1+1/2스푼| 다진마늘 1스푼| 다진생강 1/3스푼,"6인분이상",초급,"90분이내"
6872474,갈릭마요새우,186769,"8","17177",볶음,일상,메인반찬,해물류,[재료] 냉동새우 1줌 [양념] 마요네즈 4큰술| 다진마늘 1큰술| 설탕 1큰술 [새우 밑간] 후추 약간| 소금 약간,"1인분",아무나,"15분이내"
6872481,과일얼음,57589,"77","405",기타,일상,디저트,과일류,[재료] 과일| 물| 설탕 [선택재료] 민트잎,"6인분이상",아무나,"2시간이상"
6872482,햄양파링전,69577,"234","4228",부침,일상,밑반찬,가공식품류,[재료] 양파 2개| 스팸 1/2개| 쪽파 1줌| 청양고추 1개| 달걀 2개| 부침가루 1/2cup| 후추 약간 [선택 재료] 간장 2T| 식초 1T| 물 1T| 고춧가루 약간,"4인분",초급,"30분이내"
6872490,김치찌개,503982,"32","19885",끓이기,일상,찌개,채소류,[재료] 묵은지 1/4포기(종이컵으로 세 컵 정도)| 돼지고기 150g (종이컵으로 한 컵 정도)| 쌀뜨물 4컵정도| 된장 0.5큰술| 청양고추 1개 (취향껏)| 다진마늘 1큰술| 고춧가루 2큰술| 대파 적당량| 국간장 1큰술| 새우젓 1큰술,"4인분",초급,"30분이내"
6872492,우엉조림,483997,"14","4028",조림,일상,밑반찬,채소류,[재료] 우엉 2뿌리| 식초 1큰술 [양념] 물 2컵반| 간장 5큰술| 설탕 3큰술| 물엿 1큰술| 참기름 1큰술| 통깨 약간,"4인분",초급,"60분이내"
6872531,콩나물비빔밥,148215,"12","8504",비빔,일상,밥/죽/떡,채소류,[재료] 콩나물 2봉지| 물 6컵(1422ml)| 소금 1작은술 [양념장] 간장 6큰술| 설탕 2큰술| 깨소금 2큰술| 간마늘 1/2큰술| 고춧가루 1큰술| 파(잘게썬 것) 4큰술| 참기름 1큰술| 매운고추 적당량,"4인분",아무나,"60분이내"
6872549,쭈꾸미삼겹살볶음,118132,"7","2974",볶음,일상,메인반찬,해물류,[재료] 주꾸미 14미(1kg)| 삼겹살 1줄(100g)| 밀가루 3스푼| 콩나물 3줌(150g)| 양배추 1/5통| 양파 1/2개| 대파 흰 부분 15cm| 청양고추 1개| 홍고추 1개| 식용유 3스푼 [양념] 고춧가루 4큰술| 다진 쥐똥고추(생략가능) 1큰술(5개 정도)| 고추장 2큰술| 간장 2큰술| 맛술 2큰술| 멸치액젓 1/2큰술| 설탕 1큰술| 다진마늘 1큰술| 생강청 1작은술| 후춧가루 약간,"4인분",초급,"30분이내"
6872551,무피클,64703,"8","1559",절임,일상,밑반찬,채소류,[재료] 무 1개(길이 23cm 정도)| 적채 1/2통 [배합초] 물 800ml| 식초 400ml| 설탕 400ml| 소금 1.5스푼| 피클링스파이스 2스푼,"6인분이상",초급,"60분이내"
6872559,부대찌개,81010,"20","2076",끓이기,일상,찌개,가공식품류,[재료] 익은 배추김치 1컵| 양파 1/2개| 대파 조금| 청양고추 1개| 팽이버섯 1/4봉지| 콩나물 1줌| 감자 1/4개| 두부 1/2모| 베이크드빈| 체다치즈 1장| 통조림 햄 1/2캔| 비엔나 소시지 8~10개| 당면 1줌| 사골국물 1봉지 [양념장] 고춧가루 2.5큰술| 다진 마늘 1큰술| 고추장 1큰술| 설탕 1/2큰술| 국간장 2큰술,"4인분",초급,"30분이내"
6872594,콘샐러드,194765,"20","11822",비빔,초스피드,샐러드,가공식품류,[재료] 옥수수통조림 1개| 빨간 파프리카 1/3개| 노란 파프리카 1/3개| 양파 1/2개 [양념] 마요네즈 3T| 식초 1T| 설탕 1/2T| 소금 1/2t| 후추 약간,"4인분",아무나,"10분이내"
6872596,알배기배추겉절이,61326,"8","2336",무침,초스피드,김치/젓갈/장류,채소류,[재료] 알배기 배추 1통| [양념장]| 국간장 1국자| 액젓 1국자| 고춧가루 1국자| 깨소금 2수저| 설탕 1수저| 간 마늘 1수저| 대파 1줌| 참기름(먹기직전) 1수저,"6인분이상",초급,"15분이내"
6872681,돈까스김치나베,120972,"20","8538",끓이기,일상,국/탕,돼지고기,[재료] 돈까스 2장| 썬 배추김치 1cup| 썬 양파 1/2개| 송송 썬 대파 1/2대| 계란 2개| 식용유 약간 [양념재료] 물 2+1/2cup| 다진 마늘 2T| 설탕 1T| 고운 고춧가루 1T| 국간장 2T| 김칫국물 1/2cup,"2인분",초급,"30분이내"
6872683,차돌박이샐러드,77260,"25","1482",굽기,초스피드,샐러드,소고기,[재료] 차돌박이 150g| 양파 1/2개| 양상추 1줌 [양념 재료] 간장 2T| 올리브유 2T| 식초 1T| 설탕 1T| 다진 마늘 1/2T| 레몬즙 1/2T| 참깨 1/2T| 후추 약간 [선택 재료] 어린잎채소 약간,"2인분",아무나,"15분이내"
6872695,마늘볶음밥,106968,"54","1784",볶음,초스피드,밥/죽/떡,채소류,[재료] 밥 1공기| 통마늘 4개| 식용유 3T| 다진 마늘 1T| 버터 1/2T [양념 재료] 간장 1T| 소금 약간,"1인분",아무나,"30분이내"
6872706,스테이크굽기,235667,"9","383",굽기,일상,메인반찬,소고기,[재료] 스테이크용 소고기 300g| 소금·후추 약간씩| 올리브유 2T [소스] 집에 있는 스테이크 소스 원하는만큼| or 홀그레인 머스타드 원하는만큼,"2인분",중급,"15분이내"
6872713,계란감자국,58986,"10","2095",끓이기,일상,국/탕,달걀/유제품,[재료] 육수용멸치| 감자 1개| 양파 1/2개| 대파| 계란 2개| 국간장 1스푼| 다진마늘 1/2스푼| 소금| 후추,"4인분",아무나,"30분이내"
6872734,수박자르기,148583,"21","742",기타,일상,기타,과일류,[재료] 수박,"6인분이상",아무나,"15분이내"
6872735,들깨수제비,55904,"16","1047",끓이기,일상,면/만두,밀가루,[재료] 감자 수제비 200g| 당근 1/6개| 양파 1/4개| 애호박 1/4개| 감자 1/2개| 대파 10cm| 멸치다시마 육수 1000ml [양념 재료] 들깨 가루 3T| 국간장 1T| 다진 마늘 1/2T| 소금 1/4T,"3인분",중급,"30분이내"
6872737,미니토마토치즈버거,64149,"21","502",기타,간식,빵,달걀/유제품,[재료] 모닝빵 4개| 돼지고기 다짐육 150g| 소고기 다짐육 300g| 양파 1/4개| 빵가루 1T| 양상추 2장| 체다 치즈 4장| 토마토 1개| 버터 1T| 소금 약간| 후추 약간 [소스 재료] 마요네즈 4T| 케찹 4T,"4인분",중급,"30분이내"
6872738,베이컨숙주볶음,67999,"34","1157",볶음,술안주,메인반찬,채소류,[재료] 베이컨 6장| 숙주 200g| 양파 1/2개 [양념재료] 굴소스 2T| 다진 마늘 1/2T| 후추 약간,"2인분",초급,"30분이내"
6872766,아보카도주스,87044,"8","2675",기타,영양식,차/음료/술,과일류,[재료] 아보카도 1/2개| 꿀 1큰술| 플레인 요거트 1개| 우유 1컵,"2인분",아무나,"10분이내"
6872771,호박전,71011,"6","2035",부침,일상,밑반찬,채소류,[재료] 호박 1개 | 천일염 1/2큰술| 밀가루 3큰술| 계란 1개| 식용유 적당량 [재료] 참기름 1작은술| 마늘가루 1/2작은술,"2인분",아무나,"15분이내"
6872787,고구마줄기볶음,65630,"2","99",볶음,일상,밑반찬,채소류,[재료] 고구마줄기 500g | 들기름 1스푼| 식용유 1스푼| 국간장 2스푼| 다진마늘 1/2스푼| 맛술 1스푼| 청양고추 1/2개| 물 조금| 참기름 1/2스푼| 통깨 약간,"2인분",초급,"15분이내"
6872809,명란오일파스타,69903,"4","307",볶음,일상,면/만두,가공식품류,[주재료] 명란젓 2~3개| 스파게티 2인분| 통마늘 8~10개 [선택 재료] 케이엔페퍼 0.5큰술| 양파 1/2개 [양념] 올리브오일 적당량| 소금 0.5큰술,"2인분",아무나,"30분이내"
6872849,미역오이냉국,143354,"12","808",끓이기,일상,국/탕,채소류,[재료] 오이 2/3개| 미역 10g| 홍고추 1/2개| 통마늘 1개| 풋고추 1/2개 [육수 재료] 생수 600ml| 설탕 3T| 식초 4T| 소금 1/2T| 참깨 1/2T| 얼음 약간,"4인분",초급,"15분이내"
6872854,수박보관,72540,"3","378",기타,일상,기타,과일류,[재료] 수박| 레몬,"6인분이상",아무나,"10분이내"
6872876,무초절임,82485,"2","615",절임,기타,밑반찬,채소류,[재료] 무 1개| 굵은소금(무절임용) 2줌 정도| 식초 1/3 컵| 설탕 1/3 컵| 사이다 1컵 (약 200ml)| 고운 고춧가루 1큰술| 소금 1큰술| 생강가루 1/2큰술,"6인분이상",초급,"30분이내"
6872886,돼지갈비찜,310656,"7","13787",찜,손님접대,메인반찬,돼지고기,[재료] 돼지갈비 600g| 감자 중간거 1개| 당근 작은거 1개| 양파 1/2개| 대파 1/2뿌리| 마늘 6쪽 [양념] 간장 6스푼| 설탕 2스푼| 매실청 2스푼| 올리고당 2스푼| 생강가루 0.3스푼| 후춧가루 0.3스푼| 맛술 2스푼| 깨소금 1스푼| 참기름 2스푼| 물 1+1/2컵,"2인분",중급,"60분이내"
