genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Action Adventure|General|,"Jun 12, 2015",E10+,Warner Bros. Interactive Entertainment,70,TT Games,LEGO Jurassic World,6.8,"It's an ok game, good nostalgia. Being dinosaurs is cool but not very often is the player presented to do so. There is minimal combat which makes the game so boring if you are doing it by yourself."
Racing|Simulation|Automobile|,"Oct 13, 2015",E,Bigben Interactive,70,Kylotonn,WRC 5,4.8,"The best WRC game is the first one on new gen consoles. The biggest improvement is the visuals, this game is actually very pretty. The game is fun and driving mechanics are not that difficult to get used to and it generally feels a little arcade like. There are options however to make the game more difficult for those who want to. But otherwise a really solid rally game that anyone who loves rally will enjoy."
Action|General|,"May 12, 2017",T,Badland Games,70,Badland Games,Demon's Crystals,6.8,None
Adventure|3D|First-Person|,"Nov 20, 2018",T,TheMeatly Games,70,TheMeatly Games,Bendy and the Ink Machine,6.8,"Крутая, брутальная игра. Хоррор... один из лучших за последнее время. Разрабы - молодцы."
Sports|General|Team|Football|Arcade|,"Sep 22, 2015",T,Focus Home Interactive,70,Cyanide,Blood Bowl 2,7.5,"A truly fun digital version of the 80's boardgame. I couldn't stop playing till I had to go to sleep at 6am finally. I have played the previous PC digital versions, and this one is so much more polished and fun than it was before. The controls on the xbox are easy to use and the graphics are really good. The voice acting and commentary for the campain mode are well done as well. I haven't played it online vs people yet, but even against the AI, the campaign mode alone has been a blast."
Puzzle|Hidden Object|General|,"Jan 22, 2016",T,Artifex Mundi,70,Artifex Mundi,Clockwork Tales: Of Glass and Ink,tbd,"Delve into this exciting detective adventure game with a steampunk twist! Strange earthquakes are causing the worlds cities to crumble to ruin. The brilliant Dr. Ambrose Ink hopes to expose the underlying cause of this phenomenon, but he needs the assistance of his longtime friend, Agent Evangeline Glass. The heroine will have to storm the castle of the General Engineer of Gottland to find out the truth and stop the cataclysm."
Action|Beat-'Em-Up|2D|,"Nov  2, 2016",T,Rising Star Games,70,One or Eight,Earth's Dawn,6.2,"Absolutely one of the best games of it's type, and probably the only game of it's type on the xb1 platform. It just feels awesome to play."
Miscellaneous|General|,"Jan 20, 2017",T,nDreams,70,nDreams,The Assembly,6.0,Un étonnant jeu d'aventure audacieux et inventif dans lequel nous incarnons tour à tour deux personnages : l'un est une candidate désirant
Puzzle|Hidden Object|,"Jun 23, 2017",T,Artifex Mundi,70,Artifex Mundi,Grim Legends 2: Song of the Dark Swan,tbd,"Your healing skills are world-renowned, and you are summoned to the Kingdom of Eagles to cure a young queen who cannot speak. Just after your arrival, the infant prince is kidnapped, and the queen is accused of dark magic, sentenced to death. Use your herbalism skills to solve puzzles and track down the real culprit. Not everything is as it seems and even the young queen has a dark secret of her own. Bring light back to the Swan Kingdom in this enchanting hidden-object puzzle adventure game."
Racing|Simulation|Automobile|,"Sep 15, 2017",E,Bigben Interactive,70,Kylotonn,WRC 7,5.6,"<span class=""blurb blurb_collapsed"">It's definitely not DiRT Rally (=the pinnacle of rally games);<br/>- It's main difficulty is with not making the car spin out of control, not</span>"
Strategy|Miscellaneous|Management|Compilation|Business / Tycoon|,"Oct 31, 2017",E,Microsoft Game Studios,70,Asobo Studio,Zoo Tycoon: Ultimate Animal Collection,5.9,"The wildly popular Zoo Tycoon series gets fully-remastered and set to crank up the excitement, challenge, and fun of building the ultimate zoo. Let your imagination run wild with Zoo Tycoon: Ultimate Animal Collection? Choose from almost 200 visually stunning animals and the largest, most"
Adventure|Point-and-Click|,"Sep 19, 2017",E10+,Telltale Games,70,Telltale Games,Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,7.4,"<span class=""blurb blurb_collapsed""></span>"
Action|Shooter|Shoot-'Em-Up|Horizontal|,"Oct  3, 2017",M,Versus Evil,70,Versus Evil,Let Them Come,tbd,"Assume the role of Rock Gunar, mercenary gun for hire with alien blood on his hands. Twitchy trigger fingers and focused battle tactics are the order of the day as you take on this ultimate survival mode challenge to wipe out every Alien on this ship! You will die - a lot - but sheer brute force plus cool ammo and weapon upgrades will help you take these vermin down, one wave at a time.[Microsoft]"
Racing|Arcade|Futuristic|,"May  9, 2018",E,Rising Star Games,70,Supergonk Ltd.,Trailblazers,6.8,"The first-ever co-op arcade racer. Paint the track as you change the racing line, boosting speed on your team's color, and outwit the opposition in a sprint for the finish -- the more you paint, the faster you can go. Featuring high-speed action with up to six players online, or locally via split-screen for up to four players."
Action|Action Adventure|Platformer|Open-World|Metroidvania|,"Nov  9, 2018",T,Discord Games,70,Discord Games,Chasm,tbd,"Chasm is a 2D Action-RPG Platformer currently in development for Windows, Mac, & Linux. Taking equal inspiration from hack 'n slash dungeon crawlers (procedurally generated dungeons, loot drops, etc) and Metroidvania-style platformers, the game aims to immerse you in its 2D fantasy world"
Sports|Individual|Billiards|,"Apr 17, 2019",E,Ripstone,70,Lab42,Snooker 19,5.4,"This is the most authentic simulation of the sport ever created, with TV-style presentation and commentary, true-to-life physics and advanced artificial intelligence. Choose from offline and online modes, from quick play online match-making to global online tournaments that link in real-time with the live World Snooker calendar."
Racing|Arcade|Automobile|,"Aug 27, 2019",E,Milestone S.r.l,70,Milestone S.r.l,MXGP 2019,5.5,"The official MXGP videogame is back and, for the very first time, you will be able to live the experience of the current MXGP World Championship. 2019 season's official riders, bikes and teams of MXGP and MX2 are ready to challenge you in all the 19 official events all over the world. As in real life, experience different weather conditions while playing. After all, after the rain, there is always the sun! Become the main actor of gameplay and shape your own best gaming experience thanks to brand-new game modes ever seen in the whole MXGP series!"
Miscellaneous|Party / Minigame|,"Oct 29, 2019",E10+,Sega,70,Sega,Super Monkey Ball: Banana Blitz HD,5.3,"<span class=""blurb blurb_collapsed"">""Hold onto your bananas, because Super Monkey Ball: Banana Blitz HD is rolling your way! Experience the magic of one of the most beloved titles in the series, now remastered in HD!<br/> <br/>Head back into the fantastical world of Super Monkey Ball and take back your bananas from the space alien</span>"
