genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Action Adventure|General|,"Sep  1, 2020",E10+,Modus Games,58,Exiin,Ary and the Secret of Seasons,5.2,"Journey across the magnificent world of Valdi! Ary and the Secret of Seasons is an award-winning adventure game following a young girl named Aryelle, or Ary, as she journeys across the great world of Valdi. By becoming the Guardian of Winter, Ary gains the ability to manipulate the seasons around her. Ary will learn to control the seasons and use them to defeat enemies, overcome obstacles, and solve complex puzzles on her adventure across Valdi. Long ago, the world of Valdi was threatened by an evil mage. After a great struggle, he was defeated by the Legendary Warrior and sealed inside the Vault, imprisoned for all eternity. To ensure the mage's imprisonment, four great sages swore to keep watch and protect the Vault. They formed the original Guardians of Seasons, a secretive organization now steeped in history and legend. After a mysterious force throws the seasons of Valdi into disarray, Ary decides to assist the Guardians of Seasons and sets out to find the source of the mayhem. Using her wits and courage, Ary will have to overcome monstrous enemies, secret plots, and stuffy traditions to save Valdi and bring balance to the world once more. "
Simulation|Virtual|Virtual Life|,"Dec 23, 2019",M,CFK,58,CFK,Princess Maker: Faery Tales Come True,tbd,"<span class=""blurb blurb_collapsed"">A lovable and sensible simulation game to raise a girl who has visited you to make her dreams come true.<br/><br/>A lovable and sensible simulation game to raise a girl who has visited you to make her dreams come true.

An upgraded version of the classic simulation game has come back on the Nintendo</span>"
Role-Playing|Strategy|Real-Time|Japanese-Style|Defense|,"Aug  6, 2020",None,indienova,58,indienova,Cruel Bands Career,tbd,"The Glass Heart Band face challenges brought on by a cruel world. They are on a secret mission and must face varied audiences and bosses to complete their quest. Cruel Bands Career features highly varied gameplay and a unique art style. The three-man band is on a secret mission, the only"
Action Adventure|General|,"Mar 10, 2022",T,Lienzo,58,Lienzo,Aztech: Forgotten Gods,tbd,"Some things are best left forgotten. Aztech Forgotten Gods is the cyber-stone action-adventure following Achtli, a young woman who battles the colossal Forgotten Gods. To uncover the truth behind her far-future Mesoamerican metropolis, she'll have to turn the Gods' power against them, as she"
Sports|Team|Soccer|Arcade|,"Jun 14, 2018",E,Atooi LLC,58,Atooi LLC,Soccer Slammers,5.4,"Soccer Slammers is 2-on-2 arcade soccer with no rules. Just fast-paced fun for 1 to 4 players on a single Nintendo Switch. Crush your opponent by mastering power shots, slam tackles, bank shots, super sprints, and team combo-shots. Warm up with a two minute Quick Game or go for glory in the World Cup against the top 32 teams in the world."
Strategy|General|,"Dec  6, 2018",T,Curve Digital,58,Warm Lamp Games,Beholder: Complete Edition,tbd,"Have you ever dreamed of being a landlord in a totalitarian state, so you can spy and report everyone? Well, it is now possible thanks to Beholder and its original 2D gameplay mixing management and spying mechanics with a choice-driven narrative. In this grim dystopian future, where privacy is dead and the State controls every aspect of life, will you choose to cling to your humanity or to be a ruthless landlord? In either case, prepare to be unsettled. "
Action|Shooter|Shoot-'Em-Up|Top-Down|,"Nov  7, 2019",T,Feardemic,58,Draw Distance,Ritual: Crown of Horns,7.3,"Ritual: Crown of Horns is a slaughterhouse: a fast-paced action game set in an alternate Wild West, a demonic version of a hellish frontier. This arcade-inspired title unravels a tale about an unlikely duo: a bounty hunter who comes back from beyond the grave, yearning to exact revenge on"
Role-Playing|Action Adventure|Action RPG|Linear|,"Oct 26, 2021",T,Square Enix,58,Eidos Montreal,Marvel's Guardians of the Galaxy,7.2,"Fire up Star-Lord’s jet boots for a wild ride across the cosmos in this third-person action-adventure game, a fresh take on Marvel’s Guardians of the Galaxy. With the unpredictable Guardians at your side, blast your way from one explosive situation to another, with original and iconic Marvel characters caught in a struggle for the fate of the universe. You got this. Probably."
Strategy|Management|Government|,"Apr 22, 2021",None,Merge Games,58,Blackstaff Games,Buildings Have Feelings Too!,tbd,"Featuring anthropomorphic buildings who have many of the same quirks, cliques, and pet peeves that their human occupants do, there’s no doubt"
Action Adventure|General|,"Sep  4, 2019",M,Daedalic Entertainment,58,Daedalic Studio West,The Long Journey Home,5.3,"<span class=""blurb blurb_collapsed"">I actually like this game quite a lot. Played it for ~5hrs or so.<br/> <br/>The random nature is causing lots of unpredictable things to occur.
The</span>"
Action|General|Platformer|2D|,"May  2, 2019",E10+,FDG Entertainment,58,FDG Entertainment,Venture Kid,6.9,"Addictive and challenging 8-bit platform, run and gun homage to Mega Man. Probably my favorite in the genre. Plus, it has multiple modes and difficulty levels to round out the gameplay and make it enjoyable for anyone. And the music, some of my favorite chip tune tracks ever."
Role-Playing|Roguelike|,"Jan 28, 2021",M,Grimorio of Games,58,Grimorio of Games,Sword of the Necromancer,8.0,Great game that plays with the old trope of the princess that has to be rescued by a hero. Loved that twist at mid-game it completely caught me off-guard
Miscellaneous|Party / Minigame|,"Mar  3, 2017",E10+,Nintendo,58,Nintendo,1-2-Switch,4.8,"Throw an impromptu party anywhere with anyone thanks to a new play style in which players look at each other—not the screen. Bring the action and fun into the real world as you face off in wild-west duels, cow-milking competitions, a copycat dance-off, and more. Each game takes advantage of the Joy-Con controller features of the Nintendo Switch system in different ways. While the action unfolds off- screen, the audience watches the players themselves instead of the screen. [Nintendo]"
Role-Playing|General|Japanese-Style|,"Aug 13, 2021",E10+,ININ Games,58,G Choice,WitchSpring3 Re:Fine - The Story of Eirudy,tbd,"Witchspring3 Re: Fine -the story of eirudy takes you deep into the misty forest, where the Witch eirudy lives secluded from the rest of the world, only accompanied by her Enchanted puppets. Whilst hiding in her house in the forest, from the warriors who are out to hunt her, she continues her efforts to escape her loneliness by trying to make her puppets talk. When One day she meets an adventurous young man named adrian in the forest, eirudy's life changes as she is thrown into the tide that determines the fate of deities and humans. The adventure begins and leads you down to an entwined path between light and darkness - which path will you choose? The enchanting adventure of eirudy offers an exciting and captivating storyline, which players won't want to put down. The turn-based battle system and the individual characters that develop over time make the game a really beautiful adventure. With Japanese voice actors, and text fully localized into English, the game is a stand-alone title in the Witch spring universe. It comes with new visuals and sound, very cute art style and loveable characters. And thanks to individual storyline choices, resulting in different endings and varied battle tactics, the game is worth playing through more than once. "
Simulation|Virtual|Career|,"Sep 25, 2018",M,Weappy Studio,58,Weappy Studio,This is the Police 2,4.8,"The absolute masterpiece. The first game was amazing, and the second one adds tactic operations - the missing part, which makes it much more, then just a single-mechanics game."
Action Adventure|Survival|,"Mar 15, 2018",M,Merge Games,58,Painted Black Games,The Long Reach,6.3,"The Long Reach is an adventure game filled with colourful characters, puzzles, and a shock of discovery. Wait, weren't we supposed to say, ""joy of discovery?"" That can't be right. The Long Reach takes place in New Hampshire, in the fictional town of Baervox. The game draws its inspiration from Lone Survivor and The Cave and all the classical adventures (except that The Long Reach is set in the present day). You don't play in a post-apocalyptic world or explore a fairy-filled fantasy world. You're in the thick of it, just around the corner from the place where you buy your groceries. [Nintendo]"
Action Adventure|General|,"Oct 18, 2018",None,Another Indie,58,Another Indie,SINNER: Sacrifice for Redemption,5.4,"Rise from the depths a crumbling kingdom and to the challenge of defeating increasingly difficult demonic bosses. Choose aspects of yourself to weaken before defeating the avatars of Sin in the action-RPG Sinner: Sacrifice for Redemption. Inspired by classic boss-battlers and modern skill-based action RPGs, with a dash of gothic anime styling and horror storytelling, Sinner promises a thrilling and bone-chilling experience. A lone warrior stands on a strange shore, his mind clouded and his past forgotten, but an unstoppable force drives him on. He is Adam, guilty of a great sin and drawn to this place by powers as secret as they are terrifying. As his home, the Kingdom of Cavanis, languishes in blasphemy, Adam must face a series of trials in a desperate quest for redemption."
Action|Fighting|2D|,"Oct 29, 2018",None,Ground Shatter Ltd.,58,Ground Shatter Ltd.,SkyScrappers,tbd,"SkyScrappers is a classic arcade-style, vertically scrolling, platform-fighting game. You will select from a diverse range of extreme sportspeople, to fight and race your way to the top of a falling skyscraper as it is being demolished. Play with up to four players in classic couch-multiplayer, take on the single-player campaign, or set up the game your way with AI bots and a choice of game modes."
Adventure|General|,"Dec 20, 2018",T,DYA Games,58,DYA Games,Viviette,6.5,"This game gets repetitive yes but it’s except-able when I had a fun time the whole way through, I love 16 bit, if you like the demo I’m pretty sure you’ll enjoy the full game and for being on sale right now, getting this and then finishing it today I now have time to play Min min with the money I had left on my account"
Sports|Team|Soccer|Management|,"Jan 31, 2019",E,Five Aces Publishing Ltd.,58,New Star Games,New Star Manager,tbd,"<span class=""blurb blurb_collapsed"">Welcome to New Star Manager: The critically acclaimed game from Simon Read, creator of the BAFTA Award-winning New Star Soccer series.<br/><br/>Take control of New Star FC a beleaguered soccer club which needs your management skills and instincts to unlock the team's potential and make it to the top</span>"
Sports|Team|Soccer|Management|,"Jan 22, 2020",E,Toplitz Productions,58,CREOTEAM,"Football, Tactics & Glory",tbd,"Football/Soccer, Tactics & Glory is a strategy game in the football world. Soccer, Tactics & Glory reinvents the basics of the football management genre, making it appealing to everyone, not just the most hardcore football management aficionados. The game skips the boring parts of football management games - all those endless tables, numbers, routine and micromanagement. But it is deep enough to keep players engrossed for hundreds of hours."
