genres,release_date,metascore,developer,publisher,userscore,rating,summary,title
Adventure|3D|Third-Person|,"Nov 28, 2017",60,KING Art,THQ Nordic,4.8,M,"I suffered through it laddie, aye, that I did. Armed only with me wits, I battled through all them QTEs, all till the bitter end, with me wild, trusty psychiatric sidekick lassie, faced things beyond the human ken, and met fair share of them spooks along the way. Rough road it was, like a unpatched kilt, worn and coarse, aye, that it was, but I learnt me limits, and seen what misfortune can a Scotsman meet for the love of his wee dram. Aye.",Black Mirror
Futuristic|Racing|Arcade|Automobile|,"Jul 10, 2015",60,Gateway Interactive,Mastertronic,tbd,None,None,Spectra (2015)
Action RPG|Role-Playing|Western-Style|,"Feb 21, 2020",60,RuneHeads,1C Entertainment,4.7,None,"I really enjoyed the first half of the game (up to week 30 out of 75), loved the setting and the progression options. However, as the game",Conglomerate 451
Strategy|City Building|Management|Historic|Government|,"May  8, 2014",60,SomaSim,SomaSim,5.5,None,"1849 is a modern, casual take on the classic Sierra City Building games of yesteryear. I like the fact that it's casual and accessible since it's a perfect complement to more intense games that I tend to play in my library - a perfect game to wind down to. If you're a fan of the old Sierra City Building games like Zeus, Cleopatra, Caesar etc. and a purist (i.e. you like a bit of a challenge) you'll probably be disappointed with 1849 - it's also not a game for those who hate micromanagement since you'll be doing quite a lot of trading of resources to keep your town going (and abstaining from trading is not an option). If what I've described doesn't deter you though, I urge you to give the game a try.",1849
Sports|Individual|Tennis|,"Sep 24, 2020",60,Big Ant Studios,Nacon,7.7,E,"It's not a perfect game by any means, and doesn't have the shine of bigger titles. Once that all fades away and you're playing the game, it's just FUN. Which, when you stop to think about it, isn't that what it's all about? Having fun?",Tennis World Tour 2
Strategy|Miscellaneous|Turn-Based|Card Battle|Card Battle|,"Apr 11, 2005",60,Konami,Konami,6.4,E,Join duelists from all across the country and around the world with this accurate recreation of the Yu-Gi-Oh! Trading Card Game on your PC and experience the power and magic of Yu-Gi-Oh! like never before. Duel against opponents from all over the world online. Trade cards online with other duelists. Chat with duelists world wide with the built-in auto-translate feature. New cards become available via game updates. [Konami],Yu-Gi-Oh! Online
Strategy|General|General|,"Oct 23, 2012",60,Zeal Game Studios,Paradox Interactive,6.4,None,"The gameplay consists of ordering the inhabitants of a dwarven settlement to dig, build and conduct research in order to strengthen the clan, whilst defending themselves from the terrible beasts from the depths into which they delve. The game generates a unique world each time a new level starts, making sure that the player needs to dynamically adapt their strategies and tactics during a session. As the player advances, the dwarves will level up and gain new skills, progressing from weak dwarflings to near immortal warriors or master craftsmen. There are also rare resources to be found deeper in the earth that grant access to better buildings and equipment. However, the deeper you dig the more dangerous foes you might unleash…",A Game of Dwarves
Role-Playing|Massively Multiplayer Online|Massively Multiplayer|Fantasy|Fantasy|,"Oct 31, 2007",60,Disney Online,Disney Online,7.3,E10+,"In Pirates of the Caribbean Online, players create and customize their own pirate, captain their own ship, and assemble a crew of their fellow rogues in an effort to become the Caribbean’s most legendary Pirate. Along the way, players will interact with characters made popular by the films, like Jack Sparrow, Will Turner and Elizabeth Swann, and will also encounter a host of new characters and enemies unique to the game.  To become the most notorious pirate, players must forge alliances, hunt for buried treasure, battle evil undead forces, and use cunning and strategy to outwit their foes. [Disney Online]",Pirates of the Caribbean Online
Action Adventure|Sandbox|,"Dec  7, 2020",60,Digital Continue,505 Games,tbd,None,None,Drawn to Life: Two Realms
Simulation|Flight|Modern Jet|Combat|,"Nov  8, 2000",60,Mission Studios,TalonSoft,7.5,E,None,JetFighter IV: Fortress America
Adventure|General|,"Feb 20, 2018",60,Sleepless Clinic,IMGN.PRO,5.7,None,None,Symmetry (2018)
Strategy|Real-Time|Historic|General|Historic|,"Mar 26, 2002",60,Object,Strategy First,tbd,T,"Travel back in time to one of the most important battles in Chinese history with this sequel to ""Fate of the Dragon."" The Battle of Red Cliffs was regarded as a great milestone in the Three Kingdoms period. In July, 208 AD, after pacifying the north, General Cao Cao mustered his troops and headed south with the intent of unifying the realm. After a series of quick victories Cao Cao had become so arrogant that he completely underestimated his rivals Sun Quan and Liu Bei, and failed to take advantage this precious opportunity to unify the realm. On the contrary, he suffered a huge defeat even though his crack forces greatly outnumbered the opposing forces. After the Battle of Red Cliffs, the division of the realm into three parts began to take shape. [Strategy First]",Dragon Throne: Battle of Red Cliffs
Strategy|Real-Time|General|,"Feb 25, 2016",60,Whale Rock Games,Whale Rock Games,7.4,T,This game requires a lot of patience to complete it. I found it absolutely brilliant and I have seen no bugs at all! The game runs smoothly,We Are The Dwarves
Action|General|Shooter|Shoot-'Em-Up|Top-Down|,"Sep 24, 2015",60,FarmerGnome,Devolver Digital,7.6,None,"This is a shooter quite like no other. The Wild West themed bullet circus is utterly insane and enjoyable. All the mechanics of the game feel finely tuned and precise: dodging bullets and sending them back feels so intuitive you should never have to stand there and bleed. The levels and areas are all varied and peppered with details and events such as carrying a giant explosive piñata, robbing banks, dodging rolling crates and so on. The structure of the game has these different level types shuffled around and enemy placement is randomized, but this only one small part of what keeps the action fun and exciting throughout.",A Fistful of Gun
Shooter|Sci-Fi|Sci-Fi|Action|Shooter|Third-Person|Arcade|,"Jul 29, 2014",60,Red 5 Studios,Red 5 Studios,6.8,None,"Earth will never be the same. After the Crystite Wars, humanity inadvertently invited the worst enemy ever conceived: THE MELDING. It surrounds us. It forces us to live in pockets of land protected only by the accidental discovery of repulsor technology. We continue to fight for land. For technology. For power. For our very survival. JOIN THE FIGHT.Red5 Studios Red 5 Studios presents, FIREFALL, an online team-based action shooter. Join your friends in an epic online campaign across a vast open world to stop the Melding and fight for the survival of humanity against the army of the Chosen. Advance your army and character through technological upgrades. Level up different character classes. Compete for supremacy in various multiplayer game types. Push back the Melding. SAVE EARTH",Firefall
Action Adventure|General|,"Mar 11, 2021",60,Explosm,Serenity Forge,tbd,None,"<span class=""blurb blurb_collapsed"">Taking place in the Cyanide &amp; Happiness universe, you play as a weird, unpopular ginger-headed orphan, and it's time to save the world. Or, maybe make things even worse.<br/><br/>As Coop ""Go Away, Weirdo"" McCarthy, all you want to do is make the world a better place. The trouble is: Nobody likes</span>",Cyanide & Happiness - Freakpocalypse
Strategy|Turn-Based|Modern|General|,"Jun 10, 2011",60,SimBin,Viva Media,7.9,None,"A good turn-based strategy game with simultaneous moves and a strategic map. There were a few things i didn't like though: that you can only place a fixed number of units on the map and the rest will wait until other are destroyed, which is a strange way to balance the fights. Russia is represented with just a few small regions  that's for balancing, I know, but just looks stupid. The artistic style feels too cold. I know, it's about war and the setting is a modern one, so it's machines and metal, but staying in this game gets you in a depressed mood. Some characters, or funny dialogs, or just something human would help this game a lot.",Storm: Frontline Nation
Strategy|Management|Tycoon|Government|Business / Tycoon|,"Dec 17, 2014",60,Haemimont,Kalypso,4.1,T,"Utilize the grand potential of the sea by building waterborne structures around your island. Build new off-shore alternatives to defence, sustenance, energy, entertainment and housing – each coming with their own opportunities and disadvantages. Organize and coordinate transport to structures like the kelp and oyster farms, construct tidal power plants as an eco-friendly alternative to nuclear power and build intricate floating apartments if you’re running out of space on the island. Launch military submarines to bolster your naval forces or create an exotic bathysphere attraction to compliment your bustling tourist paradise. ",Tropico 5: Waterborne
