genres,metascore,developer,userscore,rating,publisher,title,summary,release_date
Action|Beat-'Em-Up|3D|,63,Omega Force,6.8,T,Koei Tecmo Games,Dynasty Warriors 8 Empires,"DYNASTY WARRIORS 8 Empires centers on the chaotic lives of warriors as their critical decisions affect the rise and fall of the nations in Ancient China as they gamely fight across vast plains, bleak wastelands, narrow ravines and immense castles. Players can select from 83 characters, or create their own original character. The visual customization available in Edit Mode goes further with the newly implemented ability to customize horses, banners and ""normal"" officers. Warriors must fight against not only enemies but also the forces of nature as the changing seasons bring new elements to the more than 35 battlefields affected by seasons and the passing of time. Additionally, the game’s Custom Scenario mode adds the ability to control what will happen across the vast Chinese continent, allowing players to adjust every last detail to form a brand new Three Kingdoms world. [KOEI]","Feb 24, 2015"
Adventure|Point-and-Click|,63,Telltale Games,6.6,E10+,Telltale Games,Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,"<span class=""blurb blurb_collapsed""></span>","Sep 19, 2017"
Strategy|Turn-Based|Tactics|,63,Playniac,6.3,E,Playniac,Insane Robots,"Fight to the DEATH in this unique card battler. Compete in intense one-on-one duels. Lead a riotous robot rebellion through randomly generated survival arenas. Overthrow a malevolent robot despot in the epic 15+ hour single-player campaign. Insane Robots is card battling... HACKED! Master the 22 token battle deck and develop your strategies in super-accessible local two-player, online two-player, and single-player robotic skirmishes. Deploy HACKS and GLITCHES in the heat of battle. Use all your cunning to terminate the competition. Climb the leaderboards and conquer the robot world. Battle with a collection of 46+ deliciously diverse robots in five hostile environments. Augment the devious droids as you go, to become increasingly formidable. Embark on an epic journey filled with peril and twists as a decaying robot dystopia reveals itself over eight replayable tournaments. Trade cutting, robotic insults as you fight. Obliterate the competition in relentless overkill.","Jul 10, 2018"
Sci-Fi|Action|Shooter|First-Person|Arcade|,63,Bungie,3.1,T,Activision,Destiny: The Dark Below,"Augment the Destiny experience with a myraid of weapons, armor, and gear earned in new story quests and missions, 3 new competitive multiplayer arenas, and a new Strike and Raid. Under the surface of the Moon, a long-ago forgotten enemy awakens. Survive the true depths of the Hellmouth, and stop its dark army from invading Earth.","Dec  9, 2014"
Miscellaneous|Compilation|,63,Capcom,8.9,T,Capcom,Mega Man X Legacy Collection 2,None,"Jul 24, 2018"
Action|Platformer|2D|,63,Strictly Limited Games,tbd,None,Strictly Limited Games,Ultracore,None,"Jun 23, 2020"
Simulation|Vehicle|Combat|,63,From Software,6.2,T,Devolver Digital,Metal Wolf Chaos XD,"<span class=""blurb blurb_collapsed"">guess what<br/> <br/>guess what

Guess What

ITS A MUTHER FUKCIN TEN

guess what

Guess What

GUESS WHAT

ITS A MUTHER FUKCIN 10

SING</span>","Aug  6, 2019"
Sports|Racing|General|Individual|Biking|,63,Cyanide,4.4,E,Focus Home Interactive,Tour de France 2015,"Assume the role of a professional rider competing in the “Grande Boucle”. Immerse yourself in this virtual challenge and experience the high-octane adrenaline and thrills of the greatest champions in the sport today. Select one of the official teams participating in the Tour and embark on a fabulous Tour de France 2015 that will take you through Holland and the cobbled routes of Northern France, to the summits of the mythical climbs and the legendary final on the Champs-Elysées. [Focus Home]","Jun 23, 2015"
Role-Playing|Action RPG|Western-Style|,63,BioWare,6.1,None,BioWare,Dragon Age: Inquisition - The Descent,"Disfrute muchísimo este DLC, amplia la trama y si bien trae una historia que no tiene nada que ver con el problema principal aporta horas de juego y un desenlace que nos hace pensar en el futuro de la saga. Espero que tenga relevancia en los futuros juegos.","Aug 11, 2015"
Role-Playing|Action RPG|,63,Digerati Distribution,tbd,E10+,Digerati Distribution,Vertical Drop Heroes HD,"Vertical Drop Heroes is a procedural platformer RPG hybrid with roguelike elements, where your hero adventures through randomly generated stages. Armed with a variety of skills and traits, you must use your cunning and reflexes to survive the dangers of each stage, until you face the final boss and uncover the truth behind the game!","Feb 14, 2017"
Action|Platformer|2D|,63,Causal Bit Games,5.0,E10+,Causal Bit Games,Battle Princess Madelyn,"Best game I have ever played in a long time. If you grew up loving and enjoying Ghosts N Goblins then you are in for a real treat, More than ten hours of gameplay awaits you :)","Dec 20, 2018"
Strategy|General|,63,Warm Lamp Games,6.5,T,Curve Digital,Beholder: Complete Edition,"You’re a government-installed landlord in a totalitarian state. Your job is to spy on tenants, peep into their lives, eavesdrop on their conversations, and profile everyone to ensure laws are beyond obeyed and the state is kept happy. Anyone caught plotting against the state’s ever-changing laws must be reported. But will you?","Jan 16, 2018"
Simulation|Space|Combat|,63,Mistfly Games,tbd,E10+,Blowfish Studios,Subdivision Infinity DX,"Step into the cockpit of an intergalactic fighter and explore the great expanses of outer space. With more than 30 engaging story missions and sidequests spanning several star systems, Subdivision Infinity is an action-packed journey brimming with dogfights, boss battles, and more set","Aug 16, 2019"
Action|Shooter|Third-Person|Shoot-'Em-Up|Sci-Fi|Top-Down|,63,Beatshapers,6.7,T,Beatshapers,#KILLALLZOMBIES,"In the distant future; #killallzombies is thrusting civilians into a sport of survival were a ravenous zombie population is unleashed in the name of sports entertainment with television spectators voting upon how many zombies they want to uncage to make survival all the more harder for you to accomplish with the potential of a collective horde of over 1,000 zombies.","Oct 28, 2014"
Action|General|,63,Dead Mage,6.7,T,Dead Mage,Shadow Blade: Reload,very bad game! no story ! no good sound ! no good game play ! this game is like mobile game! not ps4 or other console game!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"May 31, 2016"
Action|Platformer|2D|,63,Delve Interactive,3.6,E,Rising Star Games,PONCHO,"<span class=""blurb blurb_collapsed"">A robot, a poncho and a journey of discovery! Make your way through this world of pixelated parallax platforming to solve the ultimate puzzle: who is Poncho?<br/> <br/>The world is ruined; mankind is gone and all that remains are robots. But for Poncho, the adventure is just beginning! Explore an</span>","Nov  3, 2015"
Action|Arcade|,63,Ubisoft Montpellier,3.4,T,Ubisoft,Space Junkies,None,"Mar 26, 2019"
Miscellaneous|Compilation|,63,Konami,3.9,T,Konami,Arcade Classics Anniversary Collection,"Anniversary Collection consists of eight Konami arcade games from the 80's. It features seven shooters and a mediocre Castlevania title. This set includes the Gradius trilogy, Typhoon (which plays like After Burner), Twinbee (a kiddy take on Galaga) and Thunder Cross (Contra with spaceships). Scramble is the oldest entry complete with 8-bit graphics.  Options include difficulty adjustment, scanlines, ratio sizes, borders and number of lives. An update added the Japanese versions and a Behind the Scenes e-book. I would rate this with a 7.3 out of 10","Apr 18, 2019"
Action|Platformer|3D|,63,Merge Games,tbd,E,Merge Games,Unbox: Newbie's Adventure,"<span class=""blurb blurb_collapsed"">Unbox: Newbie's Adventure is one of the silliest 3D platformers in modern gaming.<br/>If you are looking for a traditional 3D</span>","Jul 25, 2017"
Action|Platformer|3D|,63,Finish Line Games,tbd,E,Modus Games,Skully,"""...and that’s the main issue with Skully. It’s just not very fun. Bad controls and bland level design are frustrating enough to make you feel","Aug  4, 2020"
Action|Role-Playing|General|Action RPG|,63,SCE Santa Monica,7.1,T,SCEA,Fat Princess Adventures,"This new co-op adventure serves up the cheeky light-hearted humor that made the PlayStation 3 game what it was. Up to 4 friends can team up for a not-so-epic adventure to slay monsters, steal loot, rescue the princesses, gobble cake, and defeat the evil Bitter Queen. Your band of comrades will stab, smash, grab and grub your way through the land of Great Bitten with all the mischief that you would expect from a Fat Princess RPG. ","Dec  5, 2015"
Role-Playing|Japanese-Style|,63,Sega,6.7,T,Sega,Citizens of Space,None,"Jun 18, 2019"
Action|Platformer|2D|,63,Pasta Games,5.6,E,DotEmu,Pang Adventures,Very fun,"Apr 19, 2016"
Role-Playing|Action RPG|,63,Square Enix,6.1,E10+,Square Enix,Secret of Mana,"Originally released in 1993, ""Secret of Mana"" is by far the most popular title in the Mana series. This is its full 3D remake. The game faithfully retells the story while adopting modern 3D graphics and controls. It features a newly arranged musical score, voiced characters and new content.","Feb 15, 2018"
Role-Playing|Action RPG|,63,Kitfox Games,6.3,E10+,Kitfox Games,Moon Hunters,"<span class=""blurb blurb_collapsed"">I was really lookin Forward to this Little Indie Gem. Heres the pros and cons:<br/>+ very good lookin 2D Pixel Graphics and Artwort<br/>+ 4</span>","Jul 19, 2016"
Action|Action Adventure|General|Fighting|2D|,63,Vicious Cycle,4.9,E10+,Little Orbit,DreamWorks Kung Fu Panda: Showdown of Legendary Legends,"It is an era of Kung Fu heroes, warriors, and most significant of all, Legendary Legends. Fight alongside Po, Tigress, Monkey, Tai Lung, Master Shifu, and all of your familiar Kung Fu Panda characters to compete in the Showdown of Legendary Legends. Up to 4 players brawl in iconic locations throughout the Valley of Peace and beyond. Compete in an epic Tournament in which all Kung Fu warriors contend for honor and glory.","Dec  1, 2015"
Action|Shooter|Shoot-'Em-Up|Top-Down|,63,Zanrai Interactive,4.0,E10+,Zanrai Interactive,Stardust Vanguards,"Stardust Vanguards is a high-speed local multiplayer combat game available digitally for PlayStation 4. Player battle it out with a sword and gun, as they summon reinforcements to help them in battle. Player's will also have to contend with random events that occur throughout each battle,","Jan 19, 2016"
